,Unnamed: 0,Company Name,BIN,Industry,Business,Program,Effective Date,Address,Postcode,Borough,Latitude,Longitude,Month Count,Periodic Savings,Total Tree Count within 0.5 Mile,Periodic Savings within 0.5 Mile
383,431,"Rareform Carting, Inc.",4539678,Commercial,Garbage container service and building landlord,ICAP,2012-02-16,58-38 59th Street,11378,QUEENS   ,40.719945,-73.908282,70,158.2,224,2093.451818181818
384,432,"RCN Telecom Services, Inc.",4439585,Commercial,Back Office Space,Relocator,2009-10-06,"22-15 43rd Street, ",11101,QUEENS   ,40.770681,-73.90468100000002,98,686.07,687,628.605
385,433,"RD AMERICA, INC.",4530826,Wholesale/Warehouse/Distribution,WHSL./DIST. RESTAU. SUPLY,ICIP,2006-03-17,43-40 57TH AVENUE,11378,QUEENS   ,40.727687,-73.926239,141,4615.54,5,4073.4060000000004
386,435,"REAL KOSHER ICE CREAM CO., INC.",3125054,Manufacturing,MFG. DIST. & EXP. ICE CRE,IDA,2004-12-15,3614 15TH AVENUE,11218,BROOKLYN ,40.639511,-73.98029100000002,156,3068.44,784,1556.68
387,436,Red Rabbit LLC,1089077,Manufacturing,,Relocator,2012-01-12,1751 Park Avenue,10035,MANHATTAN,40.802879,-73.94060400000002,71,1553.71,1466,743.56
388,437,REFLECTIVE X-RAY OPTICS LLC,1081781,Manufacturing,RESEARCH & DEVELOPMENT,Tenant,2006-02-09,1361 AMSTERDAM AVENUE,10027,MANHATTAN,40.814216,-73.95564,142,698.15,402,263.51384615384615
389,438,REGAL HOME COLLECTIONS,1006164,Manufacturing,MANUFACTURER,ICIP,2006-10-03,58 SECOND AVENUE,10003,MANHATTAN,40.725775,-73.98971800000002,134,791.19,602,791.19
390,439,REINFORCING SUPPLY LLC,3338315,Manufacturing,MFG. OF REBAR CHAIRS,ICIP,2006-03-06,350 MORGAN AVENUE,11211,BROOKLYN ,40.716124,-73.93602800000002,141,450.13,608,526.0342857142857
391,440,"Rhonda Feinman Custom Frames, Inc.",4027267,Manufacturing,Custom frames,ICAP,2015-12-09,55-15 37th Avenue,11377,QUEENS   ,40.75080300000001,-73.906774,24,276.18,695,980.3983333333332
392,441,"Riva Jewelry Manufacturing, Inc.",3257058,Manufacturing,Manufacturer and distributor of gold and silver jewelry.,Tenant,2015-03-06,"140 58th Street, Bldg. B Unit 8B",11220,BROOKLYN ,40.645338,-74.022864,33,1860.06,137,1678.6330000000003
393,442,ROANWELL CORPORATION,2092174,Manufacturing,MFG. HEAD/HANDSETS MIC,IDA,2004-09-10,2564-2566 PARK AVENUE,10451,BRONX    ,40.813086,-73.928782,159,400.54,716,578.7133333333334
394,443,ROGELIO''S WAY/DIGITAL LAUNDRY,1054379,Wholesale/Warehouse/Distribution,Archives and stores digital media assets,ICIP,2007-12-12,173 E 120TH STREET,10035,MANHATTAN,40.800767,-73.938738,120,58.91,1319,743.56
395,444,"Rolex Watch USA, Inc.",1035721,Wholesale/Warehouse/Distribution,,ICIP,2010-10-05,665 Fifth Ave,10022,MANHATTAN,40.760184,-73.975548,86,6584.58,334,3790.245
396,445,"ROSCO, INC.",4213869,Manufacturing,MFG. AUTO PARTS,IDA,2004-08-18,144-31 91ST AVENUE,11435,QUEENS   ,40.700847,-73.809977,160,2435.53,122,2435.53
397,446,"ROSENTHAL WINE MERCHANT (NY), LTD.",4059723,Wholesale/Warehouse/Distribution,DISTRIBUTOR,Tenant,2006-05-16,56-43 58TH STREET,11378,QUEENS   ,40.724584,-73.912454,139,572.75,133,2849.8549999999996
398,447,ROTH METAL WORKS INC.,3000000,Manufacturing,FAB. STRUC. STEEL BEAMS,ICIP,2006-02-06,387 JOHNSON AVENUE,11206,BROOKLYN ,40.707583,-73.93338100000003,142,753.75,183,3411.429230769231
399,448,Roxy Paine LLC,3008011,Manufacturing,,Relocator,2014-12-17,413-419 Bond Street,11231,BROOKLYN ,40.676622,-73.992126,36,235.42,569,1744.7385714285717
400,450,"ROYAL BALTIC, INC.",3083071,Wholesale/Warehouse/Distribution,WHSE/DIST. FOOD,ICIP,1994-04-27,9829 DITMAS AVENUE,11236,BROOKLYN ,40.652577,-73.907831,284,7.03,36,1050.0457142857142
401,451,"ROYAL DEVELOPMENT, INC. ",3083057,Manufacturing,MANUFACTURER,ICIP,2007-05-18,"723 BRISTOL ST., ",11236,BROOKLYN ,40.653192,-73.90843199999998,127,2034.05,36,1008.66625
402,452,ROYAL INDUSTRIES INTERNATIONAL LTD.,3009588,Manufacturing,MFG. PLASTIC/VINYL,ICIP,2005-02-11,225 25TH STREET,11232,BROOKLYN ,40.659786,-73.996861,154,3502.44,268,2200.57
403,453,"RUGUS REALTY, INC. DBA MISS GRIMBLE",2094136,Manufacturing,LANDLORD/WHOLSALE,ICIP,2007-04-10,909 EAST 135TH STREET,10454,BRONX    ,40.800542,-73.909345,128,829.22,245,2957.793333333333
404,454,RWS & Associates Entertainment,1022661,Other,Events and show provider,Relocator,2015-06-04,1560 Broadway,10036,MANHATTAN,40.75886,-73.98484300000001,30,995.91,910,3790.245
405,455,S&L AEROSPACE METALS LLC,4100711,Manufacturing,aircraft assemblies,ICIP,2016-09-30,120-12 28TH AVENUE,11354,QUEENS   ,40.773145,-73.84764799999998,15,4584.24,141,3675.41
406,456,S. BROOME & COMPANY,4311535,Manufacturing,MANUFACTURE,Relocator,2006-05-05,33-00 47TH AVE.,11101,QUEENS   ,40.742636,-73.931946,139,677.31,657,1524.0191111111112
407,457,"Sadowsky Guitars, Ltd.",4004973,Manufacturing,manufacture and repair Guitars,Relocator,2011-06-03,21-07 41st Avenue,11101,QUEENS   ,40.7539,-73.942228,78,227.61,600,3692.2779999999993
408,458,"Safe Art Sat, Inc.",4005326,Wholesale/Warehouse/Distribution,fine art to museum,IDA,2009-08-10,13-06 38th Avenue,11101,QUEENS   ,40.757755,-73.939886,100,759.02,410,4888.3765
409,459,"SAHADI FINE FOODS, INC.",3337139,Manufacturing,MFG. FOOD PRODUCS,IDA,2005-02-11,4215 FIRST AVENUE,11232,BROOKLYN ,40.654778,-74.01462099999998,154,3383.88,146,1125.4270588235293
410,460,"SAMUEL FELDMAN LUMBER, INC.",3070529,Wholesale/Warehouse/Distribution,WHOLESALER,IDA,2007-04-05,1281 METROPOLITAN AVE.,11237,BROOKLYN ,40.714043,-73.926041,128,1665.58,184,1883.1284615384614
411,461,SCHREIBER PROCESSING CORP.,4059726,Manufacturing,MFG. (FOOD PRODUCTS),ICIP,2000-04-27,58-80 59TH STREET,11378,QUEENS   ,40.719294,-73.908243,212,384.54,270,2093.451818181818
412,462,"Sculpture House Casting, Inc.",4005254,Manufacturing,mold making and casting,Relocator,2015-05-07,43-77 9th Street,11101,QUEENS   ,40.750998,-73.950972,31,258.31,296,2508.697586206897
413,464,"SFA INTERIORS, INC.",3066644,Manufacturing,MANUFACTURER,ICIP,2007-01-02,115-119 SUTTON STREET,11222,BROOKLYN ,40.726858,-73.940892,131,702.25,874,3094.588571428572
414,465,Shloms Heimish Corp,3059871,Manufacturing,Commercial Bakery,ICAP,2013-03-19,176 Clymer St,11219,BROOKLYN ,40.707056,-73.962846,57,1697.13,293,8121.145
415,466,SIGNS DECAL CORP.,3070154,Manufacturing,MFG. OF SIGNS & DECALS,ICIP,2013-06-03,410 MORGAN AVENUE,11211,BROOKLYN ,40.718136,-73.936953,54,1074.98,834,593.1333333333333
416,467,"SILLY PHILLIE CREATIONS, INC.",3257058,Manufacturing,MGF BABY CLOTHES & GIFTS,Tenant,2013-07-03,140 58TH STREET BLDG. B UNIT 6F,11220,BROOKLYN ,40.645338,-74.022864,53,212.48,137,1678.6330000000003
417,468,"Silver Hill Atelier, LLC",2097046,Manufacturing,"Custon artwork for hotels, restaurants and casinos",Relocator,2010-10-12,250 East 139th Street,10451,BRONX    ,40.811967,-73.92706,86,121.41,614,578.7133333333334
418,469,SILVERCUP STUDIOS ASSOCIATES LP,4005076,Manufacturing,MFG- MOVIE AND TV PROD,ICAP,2016-10-07,42-22 22nd Street,11101,QUEENS   ,40.751055,-73.943635,14,3952.29,570,4014.4155000000005
419,470,SILVERCUP STUDIOS ASSOCIATES LP,4005076,Manufacturing,MFG- MOVIE AND TV PROD,ICIP,2004-08-05,42-22 22nd Street,11101,QUEENS   ,40.751055,-73.943635,160,17462.45,570,4014.4155000000005
420,471,"Silverman Ceramics, LLC/Alsio Design, LLC",3404803,Manufacturing,specializing in ceramic prototypes for special projects,Tenant,2007-12-03,1155-1205 MANHATTAN AVENUE,11222,BROOKLYN ,40.738162,-73.955442,120,10.83,123,629.4054545454545
421,472,"Simon Liu, Inc.",3013462,Manufacturing,Mfg. of Artist Canveses,ICIP,2008-04-15,5113 2nd Avenue,11232,BROOKLYN ,40.64839600000001,-74.01764,116,448.07,216,1604.0769230769233
422,473,"Simone Management Group, Inc.",2117335,Commercial,Real Estate Management ,Tenant,2011-06-02,"1250 Waters Place, PH1",10461,BRONX    ,40.842742,-73.838406,78,237.23,859,1587.1725000000001
423,474,"Sizzal, LLC",4005225,Manufacturing,digital and large format printing,Tenant,2011-01-06,11-05 44th Road,11101,QUEENS   ,40.74924,-73.949065,83,798.49,362,2534.477
424,475,"Skyline Windows, LLC",2097047,Manufacturing,Manufacturer of windows,ICIP,2012-01-12,220 E 138th Street,10451,BRONX    ,40.812078,-73.928609,71,1214.19,717,578.7133333333334
425,476,"SO Accurate Group, Inc.",4003539,Manufacturing,Gold Refiner,Relocator,2010-11-03,31-00 47th Avenue,11101,QUEENS   ,40.74306,-73.935652,85,1959.84,388,1587.1687499999998
426,477,"SOLCO PLUMBING SUPPLY, INC.",3083542,Wholesale/Warehouse/Distribution,WH PLUM. SUPPLIES,Relocator,2005-05-12,413 LIBERTY AVENUE,11207,BROOKLYN ,40.674713,-73.894458,151,322.73,547,2790.315
427,478,SOUTH STREET SEAFOOD,2088215,Wholesale/Warehouse/Distribution,DIST. VARIOUS SEAFOODS,Tenant,2006-03-07,800 FOOD CENTER DRIVE,10474,BRONX    ,40.805255,-73.876414,141,317.39,28,1504.5314814814817
428,481,Stand And Build LLC,4000210,Manufacturing,"Fixtures, displays and furniture",Tenant,2017-05-05,"51-02 21st Street, Suite 6E",11101,QUEENS   ,40.741017,-73.949742,7,95.19,117,919.9326315789474
429,482,Stanley Pleating & Stitching Co,4004951,Manufacturing,"Garment trim, pleating, stitching, digital cutting & embroidery",Relocator,2013-06-04,22-19 41st Ave,11101,QUEENS   ,40.753348,-73.941179,54,91.05,618,4129.997419354838
430,483,Studio UG,3027572,Manufacturing,,Tenant,2015-12-23,"1102 Atlantic Avenue, Unit 2H",11238,BROOKLYN ,40.679518,-73.956819,24,39.03,811,229.18285714285713
431,484,SUB-STATION NUMBER 4 LLC,4005308,Manufacturing,MANUFACTURE,ICIP,2006-07-06,42-25 9TH STREET,11101,QUEENS   ,40.753497,-73.948819,137,281.89,345,2340.1047058823533
432,485,"Superflex, Ltd",3258478,Manufacturing,mfg & dist flexible spiral reinforce hoses & elec conduit,IDA,2015-07-16,152 44th St,11232,BROOKLYN ,40.653082,-74.014491,29,282.37,253,1096.3999999999999
433,486,"SWEET SAM''''S BAKING CO., LLC",2102637,Commercial,Baker,IDA,2009-02-03,1261 Seabury Ave,10462,BRONX    ,40.835001,-73.842107,106,4742.09,555,1457.4849999999997
434,487,T & L Creative Salads,3223016,Manufacturing,,ICIP,2009-04-15,8802 Foster Avenue,11236,BROOKLYN ,40.644245,-73.91279300000002,104,637.38,27,1128.2525
435,488,T & M Richardson Street LLC,3065929,Manufacturing,Film studio productions,ICIP,2015-02-03,272 Meserole Avenue,11222,BROOKLYN ,40.72941,-73.944418,34,2210.37,696,1914.4866666666667
436,489,"TAKOS AND K ELECTRIC, INC.",4311885,Commercial,COMM. ELECT. CONT.,ICIP,2004-07-02,38-58 11TH STREET,11101,QUEENS   ,40.758036,-73.94202299999998,161,147.65,339,2014.084
437,490,"TECHNICAL LIBRARY SERVICE, INC.",3338319,Wholesale/Warehouse/Distribution,conservation & archival storage supply house for museums,IDA,2009-08-03,330 Morgan Avenue,11211,BROOKLYN ,40.715618,-73.935794,100,403.4,591,526.0342857142857
438,491,TECTONIC ENGINEERING & SURVEYING CONSULTANTS PC,4007923,Commercial,,Tenant,2016-10-24,36-36 33RD ST.,11106,QUEENS   ,40.755141,-73.928728,14,416.92,583,541.840625
439,492,TED KAUFFMAN/EASTERN CONNECTION,4003679,Wholesale/Warehouse/Distribution,DISTRIBUTOR,Relocator,2007-03-08,35-02 BORDEN AVENUE,11101,QUEENS   ,40.737042,-73.932789,129,225.64,487,1639.9764864864867
440,494,THE BANK OF NEW YORK,3348849,Commercial,ADM. OFFICE,Relocator,2004-10-04,2 Hanson Pl,11217,BROOKLYN ,40.685093,-73.977728,158,11144.11,1380,6827.296666666666
441,495,"The Gluck Architectural Collaborative, P.C.",1084105,Commercial,"Architectural serices, consturction management",Tenant,2011-09-08,423-429 W 127th Street,10027,MANHATTAN,40.812964,-73.95375899999998,75,310.46,583,357.9335714285715
442,496,"The Handy Tool & Mfg. Co., Inc.",3257088,Manufacturing,Airplne parts,IDA,2017-01-17,1205 Rockaway Avenue,11236,BROOKLYN ,40.650042,-73.905711,11,481.85,30,1249.3375
443,497,The I Grace Company,4003103,Manufacturing,,Relocator,2012-06-01,37-18 Northern Blvd.,11101,QUEENS   ,40.752096,-73.925887,66,630.83,593,690.6188235294118
444,498,"The Lobster Place, Inc.",2096876,Wholesale/Warehouse/Distribution,mfg & wholesale seafood,IDA,2015-07-06,531-533 Bryant Avenue,10474,BRONX    ,40.811156,-73.88465,29,1954.09,69,1402.875
445,499,"The Lobster Place, Inc.",2096876,Wholesale/Warehouse/Distribution,mfg & wholesale seafood,Relocator,2008-10-01,531-533 Bryant Avenue,10474,BRONX    ,40.811156,-73.88465,110,891.32,69,1402.875
446,500,THE NEW FULTON FISH MARKET,2088215,Landlord,MANAGER,ICIP,2006-08-02,800 FOOD CENTER DRIVE,10474,BRONX    ,40.805255,-73.876414,136,6640.74,28,1504.5314814814817
447,501,The Woodwrights,3071386,Manufacturing,Mfg. of Wood Cabinets,Tenant,2010-02-05,221 McKibbin Street,11206,BROOKLYN ,40.705404,-73.938696,94,5.2,362,3308.218181818182
448,502,THEODOSIOU,4013643,Manufacturing,Machine parts,ICAP,2012-05-15,32-14 49TH ST.,11105,QUEENS   ,40.754919,-73.912363,67,1710.9,531,886.09
449,503,"THIRD GENERATION SEAFOOD, INC.",2088215,Wholesale/Warehouse/Distribution,DIST. VIROUS FISH,Tenant,2006-03-07,"800 FOOD CENTER DRIVE, UNITS 30&32",10474,BRONX    ,40.805255,-73.876414,141,251.75,28,1504.5314814814817
450,504,"THOMAS C. WILSON, INC.",4005196,Manufacturing,MANUFACTURER,ICIP,2006-07-06,21-11 44TH AVE.,11101,QUEENS   ,40.749458,-73.946394,137,1390.61,431,4313.022432432432
451,505,THOMAS M. AMATO,4000210,Commercial,COMMERCIAL | REUPHOLSTER OF FINE FURNITURE | ,Tenant,2007-05-07,51-02 21ST STREET,11101,QUEENS   ,40.741017,-73.949742,127,264.03,117,919.9326315789474
452,507,TIME WARNER ENTERTAINMENT CO. LP,4114293,Wholesale/Warehouse/Distribution,Fleet storage and maintenance facility,Relocator,2007-10-01,41-61 Kissena Blvd,11355,QUEENS   ,40.757519,-73.82775500000002,123,6696.12,648,2598.7466666666664
453,510,"Ti-Tone Communications, Inc.",4112338,Commercial,Telecommunication installation,Relocator,2009-09-30,36-29 Main Street,11354,QUEENS   ,40.762385,-73.83160500000002,99,239.07,377,2518.325
454,511,TONY CRAB KING,2088215,Wholesale/Warehouse/Distribution,WAREHOUSE AND DISTRIBUTOR,Tenant,2006-06-02,800 FOOD CENTER DRIVE UNIT 93,10474,BRONX    ,40.805255,-73.876414,138,198.19,28,1504.5314814814817
455,512,"TOURNEAU, INC.",4003539,Wholesale/Warehouse/Distribution,WAREHOUSE/DISTRIBUTION,Tenant,2007-11-02,"31-00 47TH AVENUE, 5TH FLOOR",11101,QUEENS   ,40.74306,-73.935652,121,2528.64,388,1587.1687499999998
456,513,"Tracy Watts, Inc.",3021770,Manufacturing,designer of women and men hats,Relocator,2009-08-11,"119 8th Street, #201",11215,BROOKLYN ,40.672716,-73.991835,100,45.87,605,3052.645714285714
457,514,"TRANSCONTINENTAL ULTRA FLEX , INC.",3098057,Manufacturing,MFG. & PRINTER PACKAGING,ICIP,2006-02-13,975 ESSEX STREET,11208,BROOKLYN ,40.660379,-73.874732,142,21775.31,54,10377.226666666667
458,516,"TRI-STATE CAMERA EXCHANGE, INC.",3008530,Wholesale/Warehouse/Distribution,WHOLESALE DISTRIBUTOR,IDA,2006-10-06,150 SULLIVAN STREET,11231,BROOKLYN ,40.679182,-74.014227,134,619.94,245,1504.2888888888888
459,517,"TRIUMPH CONSTRUCTION, INC.",2006480,Commercial,COMM. CONST. CONTRACTOR,Relocator,2005-09-02,1354 SENECA AVENUE,10474,BRONX    ,40.819218,-73.88513499999998,147,326.94,37,281.695
460,518,"Tropicana Products Sales, Inc.",4103016,Wholesale/Warehouse/Distribution,"distributes juices, soft drinks and yogurt",ICAP,2013-04-04,7-02 154th Street,11357,QUEENS   ,40.794553,-73.80693199999997,56,7645.17,346,7645.17
461,519,TUFO''''''''S WHOLESALE DAIRY INC.,2072566,Manufacturing,WHOLESALE (DAIRY PRODUCT),ICIP,2009-02-02,4180 BOSTON ROAD,10475,BRONX    ,40.886822,-73.825684,106,1205.71,34,2477.38
462,520,"Twin Marquis, Inc",3325825,Manufacturing,"MANUFACTUREs noodles, wrappers, dumplings and wontons",ICAP,2012-03-07,7 BUSHWICK PLACE,11206,BROOKLYN ,40.708275,-73.938748,69,13570.67,426,3533.7450000000003
463,521,Twoseven Inc.,3071386,Manufacturing,Display props,Tenant,2009-12-07,221 McKibbin Street Unit 1,11206,BROOKLYN ,40.705404,-73.938696,96,440.35,362,3308.218181818182
464,522,"Tyme Food, Inc.",3008773,Manufacturing,Food preparation with kitching and storage areas,Tenant,2017-02-09,252 Conover Street,11231,BROOKLYN ,40.676198,-74.016468,10,129.19,231,1093.0099999999998
465,523,"U S BALLOON MFG. CO., INC.",3257058,Wholesale/Warehouse/Distribution,WHOLESALER OF BALLOONS,Tenant,2015-02-04,140 58TH STREET BLD B UNIT 4C & D (BAT),11220,BROOKLYN ,40.645338,-74.022864,34,973.45,137,1678.6330000000003
466,524,Ulano Coporation,3005967,Manufacturing,,IDA,2011-07-06,268 Bergen Street,11217,BROOKLYN ,40.683922,-73.983303,77,7720.42,1053,6827.296666666666
467,526,Uncommon Goods LLC,3257058,Commercial,Catalog and on line marketing business of novelties and jewelries,Tenant,2013-07-03,140 58th Street BLDG B SUITE 5A,11220,BROOKLYN ,40.645338,-74.022864,53,1967.35,137,1678.6330000000003
468,527,United Air Conditioning Corp,4003513,Manufacturing,Fabrication of HVAC Syetems,IDA,2010-10-05,27-02 Skillman Avenue,11101,QUEENS   ,40.744454,-73.94014,86,1268.19,318,3449.634339622642
469,528,UNITED FEDERATION OF TEACHERS,2027286,Commercial,COLLECTIVE BARG.,ICIP,2004-07-01,2500 HALSEY STREET,10461,BRONX    ,40.837532,-73.842448,162,1727.69,713,1578.6587499999998
470,529,UNITED FEDERATION OF TEACHERS,2027286,Commercial,COLLECTIVE BARG.,Tenant,2004-11-22,2500 HALSEY STREET,10461,BRONX    ,40.837532,-73.842448,157,736.64,713,1578.6587499999998
471,530,United Nations Federal Credit Union,4005157,Other,Landlord,ICIP,2007-11-02,24-01 44 Rd.,11101,QUEENS   ,40.748206,-73.943731,121,7300.32,450,4215.842439024391
472,531,Uniworld Group Inc.,3319418,Other,Professional Scientifc Svcs.,Tenant,2009-12-04,1 Metrotech Center N. 11th Fl.,11201,BROOKLYN ,40.693463,-73.987227,96,993.45,170,1643.6142857142856
473,533,"Urban Electric Power, LLC",1084105,Manufacturing,Nontoxic zinc anode batteries,Tenant,2014-09-09,423-429 West 127th Street,10027,MANHATTAN,40.812964,-73.95375899999998,39,111.31,583,357.9335714285715
474,534,Urban Green LLC,3257058,Manufacturing,furniture manufacturing,Tenant,2015-03-06,"140 58th Street, Bldg B, #8F",11220,BROOKLYN ,40.645338,-74.022864,33,550.18,137,1678.6330000000003
475,538,UTILITY BRASS & BRONZE,3330537,Manufacturing,MFG. GRILL WORK AIR COND.,ICIP,2005-05-09,42 2ND AVENUE,11215,BROOKLYN ,40.673968,-73.992253,151,2287.26,558,3052.6457142857143
476,539,"Valon Realty, LLC",3398918,Commercial,,ICIP,2010-10-14,260 51st Street,11220,BROOKLYN ,40.64776,-74.016249,86,71.47,296,1604.0769230769233
477,540,VAL''''S OCEAN PACIFIC SEAFOOD,2006588,Manufacturing,DISTRIBUTION SEAFOOD,ICIP,2005-10-04,620-624 WORTHEN STREET,10474,BRONX    ,40.811574,-73.891527,146,324.56,75,1395.6166666666668
478,543,VISITING NURSE SERVICE OF NEW YORK,2087151,Commercial,BACK OFFICE,Tenant,2008-01-29,1200 WATERS PLACE,10461,BRONX    ,40.842733,-73.838373,119,3647.13,861,1587.1725000000001
479,544,VISY PAPER RECYCLING,5041883,Manufacturing,PAPER RECYCLER,ICIP,2008-07-01,4435 VICTORY BOULEVARD,10314,STATEN IS,40.586217,-74.200825,114,274038.51,41,274038.51
480,545,VIVA TIME CORP.,3257058,Wholesale/Warehouse/Distribution,IMPORT/EXPORT OF WATCHES ,Tenant,2014-12-04,140 58TH STREET BLDG B UNIT 7F,11220,BROOKLYN ,40.645338,-74.022864,36,545.85,137,1678.6330000000003
481,546,W Architecture & Landscape Architecture LLC,3000426,Commercial,Architecture & landscape architecture,Relocator,2015-12-08,"372-374 Fulton St, 3rd & 4th Fl",11201,BROOKLYN ,40.691597,-73.987714,24,65.7,407,1643.6142857142856
482,547,"WALDORF BAKERY, INC. DBA MAURICE",2094136,Manufacturing,WHOLESALE,Tenant,2007-06-08,909 EAST 135TH STREET,10454,BRONX    ,40.800542,-73.909345,126,106.75,245,2957.793333333333
483,548,WALL STREET MAIL PICK-UP SERVICE,4009567,Other,SERVICES,ICIP,2006-06-08,36-20 38TH STREET,11101,QUEENS   ,40.753432,-73.92459699999998,138,190.84,625,608.6761538461539
484,549,Walsh Electrical Contracting Inc.,5103978,Commercial,installer of electrical parts,IDA,2015-07-01,15 Newark Avenue,10306,STATEN IS,40.638163,-74.14348000000003,30,272.2,2,601.625
485,550,"WATER LILIES FOOD, INC.",4014854,Manufacturing,MANUFACTURER,ICIP,2007-07-02,45-10 19TH AVENUE,11105,QUEENS   ,40.776128,-73.896413,125,7009.46,268,2140.9749999999995
486,551,WATERBURY SEABURY LLC,2119211,Commercial,Landlord and Property Management company,ICIP,2008-08-08,2500 WATERBURY AVENUE,10462,BRONX    ,40.835524,-73.840986,112,170.41,653,1457.4849999999997
487,552,"WATERMARK DESIGN, LTD.",3086089,Manufacturing,Decorative Faucets,IDA,2008-04-21,350 DEWITT AVENUE,11207,BROOKLYN ,40.656048,-73.89707800000002,116,1935.54,88,1281.105
488,553,WAY FONG LLC,4058927,Manufacturing,MFG. VARIOUS ASIAN FOODS,IDA,2006-03-18,57-29 49TH STREET,11378,QUEENS   ,40.7233,-73.920396,141,3364.77,10,3983.409090909091
489,554,Weapons Specialist Ltd,4080420,Wholesale/Warehouse/Distribution,,IDA,2015-02-18,47-40 Metropolitan Ave,11385,QUEENS   ,40.713695,-73.91899000000002,34,2174.81,670,3012.9016666666666
490,555,WHBI LLC,1084105,Commercial,Biomedical research facility,ICIP,2014-11-06,423-427 West 127th Street,10027,MANHATTAN,40.812964,-73.95375899999998,37,246.11,583,357.9335714285715
491,556,"Whipped Pastry Boutique, Inc.",3008253,Manufacturing,Commercial Bakery,ICAP,2014-07-10,37 Richards Street,11231,BROOKLYN ,40.680349,-74.00668399999998,41,232.43,395,1522.0266666666664
492,557,White Coffee Corporation,4436972,Manufacturing,Mfg specialty coffee/import & distribute coffee & teas,ICIP,2011-01-10,18-35 38th Street,11105,QUEENS   ,40.779751,-73.898971,83,2847.53,168,2140.9750000000004
493,558,WIGGBY PRECISION MACHINE CORP.,3257058,Manufacturing,MANUFACTURING,City/State,2015-05-15,140 58th  Street Bldg. A Unit 8,11220,BROOKLYN ,40.645338,-74.022864,31,1289.55,137,1678.6330000000003
494,559,WILDA IMPORT EXPORT CORPORATION,4004643,Wholesale/Warehouse/Distribution,IMPORT/EXPORT CLOTHING,Relocator,2005-04-07,38-14 30TH STREET,11101,QUEENS   ,40.753928,-73.93302800000002,152,195.55,534,3497.4648148148153
495,560,"William Hird & Co., Inc.",3010468,Manufacturing,Manufacture fire protection systems,ICIP,2008-07-11,255 40th Street,11232,BROOKLYN ,40.653997,-74.009925,113,293.73,410,1240.8480000000002
496,561,"WILLIAMS SEAFOOD, INC.",2088215,Wholesale/Warehouse/Distribution,DISTRIBUTOR,Tenant,2006-08-31,"800 FOOD CENTER DRIVE, UNIT 65B",10474,BRONX    ,40.805255,-73.876414,136,178.89,28,1504.5314814814817
497,562,"WOLF-GORDON CO., INC.",4003447,Manufacturing,WHOLESALE (FABRICS),Tenant,2008-11-03,47-00 33RD STREET,11101,QUEENS   ,40.742386,-73.932148,109,1355.71,658,1524.0191111111112
498,563,"WONTON FOOD, INC.",3071539,Manufacturing,"MFG. PASTA, EGGROLL SKINS",ICIP,2004-07-06,220-222  MOORE STREET,11206,BROOKLYN ,40.704425,-73.93601,161,12336.36,249,3308.218181818182
499,564,WORKSMAN TRADING CORP.,4196984,Manufacturing,MFG. INDUSTRIAL BIKES,ICIP,2008-03-28,94-15 100TH STREET,11416,QUEENS   ,40.688681,-73.843777,117,710.82,116,710.82
500,565,WUD Furniture LLC,3027572,Manufacturing,,Tenant,2016-01-26,1102 Atlantic Avenue,11238,BROOKLYN ,40.679518,-73.956819,23,229.98,811,229.18285714285713
501,566,"ZECRON TEXTILE, INC.",5107125,Wholesale/Warehouse/Distribution,Importer of linens,ICIP,2009-06-09,151 LAKE AVENUE,10303,STATEN IS,40.632925,-74.151034,102,178.12,22,336.525
